chapter,verse,text,meaning
8,17,"8.17 Those people who know the day of Brahma which is of a duration of a thousand Yugas (ages) and the night which is also of a thousand Yugas duration, they know day and night.",People who understand Brahma's day and night are aware of time.
8,18,8.18 From the Unmanifested all the manifested (worlds) proceed at the coming of the 'day'; at the coming of the 'night' they dissolve verily into ï1thatï1 alone which is called the Unmanifested.,The universe emerges from the unmanifest at dawn and dissolves into it at night.
8,19,"8.19 This same multitude of beings, being born again and again, is dissolved, helplessly, O Arjuna (into the Unmanifested) at the coming of the night and comes forth at the coming of the day.","Beings are reborn, dissolved, and reborn again, trapped in the eternal cycle of existence."
8,20,"8.20 But verily there exists, higher than this Unmanifested, another unmanifested Eternal, which is not destroyed when all beings are destroyed.","Beyond the unmanifest universe, there's an eternal, unchanging reality."
8,21,"8.21 What is called the Unmanifested and the Imperishable, That they say is the highest goal. They who reach It do not return (to this Samsara). That is My highest abode (place or state).","The highest goal is the unmanifest and imperishable, and those who reach it do not return."
8,22,"8.22 That highest Purusha, O Arjuna, is attainable by unswerving devotion to Him alone within Whom all beings dwell and by Whom all this is pervaded.","The highest Purusha is attainable only through unswerving devotion to Him, who resides inside all beings."
8,23,"8.23 Now I will tell thee, O chief of Bharatas, the times departing at which the Yogis will return or not return.",I will now explain the conditions at which Yogis will return or not.
8,24,"8.24 Fire, light daytime, the bright fortnight, the six months of the northern path of the sun (the northern solstice)  departing then (by these) men who know Brahman go to Brahman.","Those who know Brahman depart to it at dawn, daylight, and specific seasonal changes."
8,25,"8.25 Attaining to the lunar light by smoke, night time, the dark fortnight also, the six months of the southern path of the sun (the southern solstice), the Yogi returns.","Yogis return to worldly life at dusk, nighttime, and certain seasonal changes."
8,26,8.26 The bright and the dark paths of the world are verily thought to be eternal; by the one (the bright path) a man goes not to return and by the other (the dark path) he returns.,"Good and evil paths are eternal; going good leads to no return, while taking the bad path will lead back."
8,27,"8.27 Knowing these paths, O Arjuna, no Yogi is deluded; therefore at all times be steadfast in Yoga.",Only through yoga understanding can one avoid being misled by the paths.
8,28,"8.28 Whatever fruit of merit is declared (in the scriptures) to accrue from (the study of) the Vedas, (the performance of) sacrifices, (the practice of) austerities, and gifts  beyond all this goes the Yogi, having known this; and he attains to the Supreme Primeval (first or ancient) Abode.",The benefits from studying the Vedas and doing good deeds are surpassed by the supreme knowledge which leads to an ultimate abode.
9,1,"9.1 The Blessed Lord said  I shall now declare to thee who does not cavil, the greatest secret, the knowledge combined with experience (Self-realisation). Having known this thou shalt be free evil.","I'll reveal the ultimate secret of Self-realization to you, and once you know it, you'll be free from evil."
9,2,"9.2 This is the kingl science, the kingly secret, the supreme purifier, realisable by direct intuitional knowledge, according to righteousness, very easy to perform and imperishable.","This knowledge is the supreme secret, easy to understand and attain, leading to spiritual purification."
9,3,"9.3 Those who have no faith in this Dharma (knowledge of the Self), O Parantapa (Arjuna), return to the path of this world of death without attaining Me.",Those without faith in this knowledge return to a life of suffering and rebirth without achieving true liberation.
9,4,"9.4 All this world is pervaded by Me in My unmanifest aspect; all beings exist in Me, but I do not dwell in them.","I exist in everything in my unmanifest form; all beings are within me, but I'm not confined to them."
9,5,"9.5 Nor do beings exist in Me (in reality); behold My divine Yoga, supporting all beings, but not dwelling in them, is My Self, the efficient cause of beings.","Beings seem to exist within me, but in reality, I'm the divine foundation that supports and sustains all of existence."
9,6,"9.6 As the mighty wind, moving everywhere, rests always in the ether, even so, know thou that all beings rest in Me.",All beings exist within me and I am their ultimate home.
9,7,"9.7 All beings, O Arjuna, go into My Nature at the end of a Kalpa; I send them forth again at the beginning of (the next) Kalpa.","When a cosmic cycle ends, beings dissolve into my nature, and when a new cycle begins, I recreate them."
9,8,"9.8 Animating My Nature, I again and again send forth all this multitude of beings, helpless by the force of the Nature.","I repeatedly send living beings into the world, driven by the natural cycle of life."
9,9,"9.9 These acts do not bind Me, O Arjuna, sitting like one indifferent, unattached to those acts.","My actions in the world don't tie me down, as I remain detached and uninvolved."
9,10,"9.10 Under Me as supervisor, Nature produces the moving and the unmoving; because of this, O Arjuna, the world revolves.","The world works according to my will, with nature being the executor and the world revolving around this principle."
9,11,"9.11 Fools disregard Me, clad in human form, not knowing My higher Being as the great Lord of (all) beings.",Fools ignore the true nature of the god while assuming a human form.
9,12,"9.12 Of vain hopes, of vain actions, of vain knowledge and senseless, they verily are possessed of the deceitful nature of demons and undivine beings.","They are consumed by vain hopes, actions, and useless knowledge, showing signs of demonic behavior."
9,13,"9.13 But the great souls, O Arjuna, partaking of My divine nature, worship Me with a single mind (with the mind devoted to nothing else), knowing Me as the imperishable source of beings.",Great souls who recognize the divine nature of the god worship them with a pure mind.
9,14,"9.14 Always glorifying Me, striving,firm in vows, prostrating themselves before Me, they worship Me with devotion always steadfast.","They praise, strive, and worship the god with devotion and unwavering dedication."
9,15,"9.15 Others also sacrificing with the wisdom-sacrifice worship Me, the All-faced, as one, as distinct, and as manifold.",Some also worship the god through various forms of sacrifice and offerings.
9,16,9.16 I am the Kratu; I am the Yajna; I am the offering (food) to the manes; I am the medicinal herbs and all the plants; I am the Mantra; I am also the Ghee or the melted butter; I am the fire; I am the oblation.,I'm the source of various rituals and sacrifices.
9,17,"9.17 I am the father of this world, the mother, the dispenser of the fruits of actions and the 
grandfather; the (one) thing to be known, the purifier, the sacred monosyllable (Om), and also the Rik-, the Sama-and the Yajur-Vedas.","I'm the creator, nurturer, and ultimate authority of the universe."
9,18,"9.18 I am the goal, the supporter, the Lord, the witness, the abode, the shelter, the friend, the origin, the dissolution, the foundation, the treasure-house and the seed which is imperishable.","I'm the ultimate purpose, support, and goal of all living things."
9,19,"9.19 (As the sun) I give heat; I withhold and send forth the rain; I am immortality and also death, existence and non-existence, O Arjuna.","I give life, control life, and bring life's cycles to an end."
9,20,"9.20 The knowers of the three Vedas, the drinkers of Soma, purified of all sins, worshipping Me by sacrifices, pray for the way to heaven; they reach the holy world of the Lord of the gods and enjoy in heavn the divine pleasures of the gods.",Worshippers of God reach heaven and enjoy divine pleasures.
9,21,"9.21 They, having enjoyed the vast heaven, enter the world of mortals when their merit is exhausted; thus abiding by the injunctions of the ï1threeï1 (Vedas) and desiring (objects of) desires, they attain to the state of going and returning.",
9,22,"9.22 For those men who worship Me alone, thinking of no other, for those ever-united, I secure what is not already possessed and preserve what they already possess.",
9,23,"9.23 Even those devotees who, endowed with faith, worship other gods, worship Me alone, O Arjuna, b the wrong method.",
9,24,"9.24 (For) I alone am the enjoyer and also the Lord of all sacrifices; but they do not know Me in essence (in reality), and hence they fall (return to this mortal world).",
9,25,9.25 The worshippers of the gods go to them; to the manes go the ancestor-worshippers; to the deities who preside over the elements go their worshippers; but My devotees come to Me.,
9,26,"9.26 Whoever offers Me with devotion a leaf, a flower, a fruit or a little water  that, so offered devotedly by the pure-minded, I accept.",Any offering made with devotion is accepted by me.
9,27,"9.27 Whatever thou doest, whatever thou eatest, whatever thou offerest in sacrifice, whatever thou givest, whatever thou practisest as austerity, O Arjuna, do it as an offering unto Me.",Do everything as an offering to me.
9,28,"9.28 Thus shalt thou be freed from the bonds of actions yielding good and evil fruits; with the mind steadfast in the Yoga of renunciation, and liberated, thou shalt come unto Me.","This practice frees you from karma, and leads to liberation."
9,29,9.29 The same am I to all beings; to Me there is none hateful or dear; but those who worship Me with devotion are in Me and I am also in them.,I am equal to all beings and in those who worship me.
9,30,"9.30 Even if the most sinful worships Me, with devotion to none else, he too should indeed by regarded as righteous for he has rightly resolved.",Even sinful people who worship me with devotion are considered righteous.
9,31,"9.31 Soon he becomes righteous and attains to eternal peace; O Arjuna, proclaim thou for certain that My devotee never perishes.",A devotee becomes righteous and attains eternal peace.
9,32,"9.32 For, taking refuge in Me, they also who, O Arjuna, may be of a sinful birth  women, Vaisyas as well as Sudras  attain the Supreme Goal.","Sinful people, including women and lower castes, can reach the Supreme Goal by taking refuge in Lord Krishna."
9,33,"9.33 How much more (easily) then the hold Brahmins and devoted royal saints (attain the goal); having come to this impermanent and unhappy world, do thou worship Me.",High-class individuals like Brahmins and royalty can easily attain the goal by worshiping Lord Krishna.
9,34,"9.34 Fix thy mind on Me; by devoted to Me; sacrifice unto Me; bow down to Me; having thus united thy whole self to Me, taking Me as the supreme goal, thou shalt come unto Me.","Unite your entire self with Lord Krishna through devotion, sacrifice, and surrender, and you will reach the ultimate goal."
10,1,"10.1 The Blessed Lord said  Again, O mighty-armed Arjuna, listen to my supreme word which I will declare to thee who who art beloved, for thy welfare.",Krishna will share profound wisdom with Arjuna for his well-being.
10,2,10.2 Neither the hosts of the gods nor the great sages know My origin; for in every way I am the source of all the gods and the great sages.,"Krishna is beyond the understanding of gods and sages, yet is the source of everything."
10,3,"10.3 He who knows Me as unborn and beginningless, as the great Lord of the worlds, he, among mortals, is undeluded and he is liberated from all sins.","Those who know Krishna as the supreme, eternal Lord are free from sin and confusion."
10,4,"10.4 Intellect, wisdom, non-delusion, forgiveness, truth, self-restraint, calmness, happiness, pain, existence or birth, non-existence or death, fear and also fearlessness.","Krishna is the origin of all virtuous qualities, such as self-control and peace."
10,5,"10.5 Non-injury, eanimity, contentment, austerity, beneficence, fame, ill-fame  (these) different kinds of alities of beings arise from Me alone.","Both good and bad qualities, like non-violence and fame, come from Krishna."
10,6,"10.6 The seven great sages, the ancient four and also the Manus, possessed of powers like Me (on account of their minds being fixed on Me), were born of (My) mind; from them are these creatures born in this world.","The seven great sages were born from God's mind and had similar powers, resulting in the world's creatures."
10,7,10.7 He who in truth knows these manifold manifestations of My Being and (this) Yoga-power of Mine becomes established in the unshakable Yoga; there is no doubt about it.,"Knowledge of God's manifestations leads to stable yoga, with no doubt."
10,8,"10.8 I am the source of all; from Me everything evolves; understanding thus, the wise, endowed with meditation, worship Me.",Wise individuals meditate on God as the source of everything.
10,9,"10.9 With their mind and their life wholly absorbed in Me, enlightening each other and ever speaking of Me, they are satisfied and delighted.",Those devoted to God are satisfied and delighted.
10,10,"10.10 To them who are ever steadfast, worshipping Me with love, I give the Yoga of discrimination by which they come to Me.",God rewards devoted worshippers with the discrimination of yoga leading to God.
10,11,"10.11 Out of mere compassion for them, I, dwelling within their Self, destroy the darkness born of ignorance by the luminous lamp of knowledge.",
10,12,"10.12 Arjuna said  Thou art the Supreme Brahman, the supreme abode (or the supreme light), the supreme purifier, eternal, divine Person, the primeval God, unborn andn omnipresent.",
10,13,"10.13 All the sages have thus declared Thee, as also the divine sage Narada; so also Asita, Devala and Vyasa; and now Thou Thyself sayest so to me.",
10,14,"10.14 I believe all this that Thou sayest to me to be true, O Krishna; verily, O blessed Lord! neither the gods nor the demons know Thy manifestation (origin).",
10,15,"10.15 Verily, Thou Thyself knowest Thyself by Thyself, O Supreme Person, O source and Lord of beings, O God of gods, O ruler of the world!",
10,16,"10.16 Thou shouldst indeed tell, without reserve, of Thy divine glories by which Thou existest, pervading all these worlds. (None else can do so.)","You must share your divine powers with me, as you exist in all worlds."
10,17,"10.17 How shall I, ever meditating, know Thee, O Yogin? In what aspects or things, O blessed 
Lord, art Thou to be thought of by me?","How can I, always focused, come to understand you, Lord? What aspects or things should I think of?"
10,18,"10.18 Tell me again in detail, O Krishna, of Thy Yogic power and glory; for I am not satiated with what I have heard of Thy life-giving and nectar-like speech.","Share more about your powerful yogic nature and fame, Lord, as your speech is life-giving and sweet."
10,19,"10.19 The Blessed Lord said  Very well! Now I will declare to thee My divine glories in their prominence, O Arjuna; there is no end to their detailed description.","Okay, Arjuna, I'll share my divine powers with you, as they're too many to fully explain."
10,20,"10.20 I am the Self, O Gudakesa, seated in the hearts of all beings; I am the beginning, the middle and also the end of all beings.","I am the soul that lives in every being, the start, middle, and end of life for all."
10,21,"10.21 Among the (twelve) Adityas, I am Vishnu; among luminaries, the radiant sun; I am Marichi among the (seven or forty-nine) Maruts; among stars the moon am I.","I'm the powerful one among the gods, the sun among lights, and the star that brings good fortune."
10,22,10.22 Among the Vedas I am the Sama-Veda; I am Vasava among the gods; among the senses I am the mind; and I am intelligence among living beings.,"I'm the harmony of speech, a key figure in the divine, the mind among senses, and intelligence for all alive."
10,23,"10.23 And, among the Rudras I am Sankara; among the Yakshas and Rakshasas, the Lord of wealth (Kubera); among the Vasus I am Pavaka (fire); and among the (seven) mountains I am the Meru.","I'm the mighty god Shiva, the leader of wealth, the fiery power, and the high and mighty mountain Meru among others."
10,24,"10.24 And, among the household priests (of kings), O Arjuna, know Me to be the chief, Brihaspati; among the army generals I am Skana; among lakes I am the ocean.
'","I'm the head chief priest, a fierce warrior leader, the vast ocean among bodies of water, and the great mountain range."
10,25,10.25 Among the great sages I am Bhrigu; among words I am the one syllable (Om); among sacrifices I am the sacrifice of silent repetition; among the immovable things I am the Himalayas.,"I'm a great sage and wise being, a sacred sound of a single word, the silent repetition of holy speech, and the highest mountain that touches the sky."
10,26,"10.26 Among all the trees ( I am) the Peepul; among the divine sages, I am Narada; among Gandharvas, Chitraratha; among the perfected, the sage Kapila.","I'm a symbol of wisdom, like Narada or the Peepal tree."
10,27,"10.27 Know Me as Ucchaisravas born of nectar, among horses; among lordly elephants (I am) the Airavata; and, among men, the king.","I'm a powerful horse, an elephant, or a wise leader."
10,28,"10.28 Among weapons I am the thunderbolt; among cows I am the wish-fulfilling cow called Kamadhenu; I am the progenitor, the god of love; among serpents I am Vasuki.","I'm a devastating weapon, a magical cow, love, or a serpents' leader."
10,29,10.29 I am Ananta among the Nagas; I am Varuna among water-deities; Aryaman among the Manes I am; I am Yama among the governors.,"I'm a mythical naga, water god, ancestral guardian, or death."
10,30,"10.30 And, I am Prahlada among the demons, among the reckoners I am time; among beasts I am the lion, and Vainateya (Garuda) among birds.","I'm a righteous demon, a reckoner of time, a powerful lion, or a mighty bird."
10,31,10.31 Among the purifiers (or the speeders) I am the wind; Rama among the warriors am I; among the fishes I am the shark; among the streams I am the Ganga.,"I am the wind among the wind, an example to warriors, a sharp-toothed fish, and the Ganges River among bodies of water."
10,32,"10.32 Among creations I am the beginning, the middle and also the end, O Arjuna; among the sciences I am the science of the Self; and I am the logic among controversialists.","I am the start, middle, and end of everything, the science of the self, and logic in disputes."
10,33,"10.33 Among the letters of the alphabets, the letter 'A' I am and the dual among the compounds. I am verily the inexhaustible or everlasting time; I am the dispenser (of the fruits of actions) having 
faces in all directions.","I am the letter 'A', a combined form, endless time, and a universal giver."
10,34,"10.34 And I am the all-devouring Death, and the prosperity of those who are to be prosperous; among the feminine alities (I am) fame, prosperity, speech, memory, intelligence, firmness and forgiveness.","I am death, and the good fortune of those who deserve it, and I am also the qualities of fame, prosperity, and forgiveness."
10,35,10.35 Among the hymns also I am the Brihatsaman; among metres Gayatri am I; among the montsh I am the Margasirsha; among the seasons (I am) the flowery season.,"I am the Brihatsaman song, the Gayatri metre, the Margasirsha month, and the spring season."
10,36,10.36 I am the gambling of the fraudulent; I am the splendour of the splendid; I am victory; I am determination (of those who are determined); I am the goodness of the good.,"I'm the cause for gamblers' losses, the reason for the rich's wealth, victory, determination, and goodness in good people."
10,37,"10.37 Among the Vrishnis I am Vaasudeva; among the Pandavas I am Arjuna; among the sages I am Vyasa; among the Poets I am Usanas, the poet.","To the Vrishnis, I'm Vaasudeva; to the Pandavas, I'm Arjuna; to sages, I'm Vyasa; to poets, I'm Usanas."
10,38,"10.38 Of those who punish, I am the sceptre; among those who seek victory, I am statesmanship; and also among secrets, I am silence; knowledge among knowers I am.","I'm the sceptre for rulers, strategic thinking for victors, and silence for the knowledgeable."
10,39,"10.39 And whatever is the seed of all beings, that also am I, O Arjuna; there is no being, whether moving or unmoving, that can exist without Me.","I'm the seed of all life, and no being, whether moving or stationary, exists without me."
10,40,"10.40 There is no end to My divine gloreis, O Arjuna, but this is a brief statement by Me of the particulars of My divine glories.","My divine glories have no end, but here are some examples."
10,41,"10.41 Whatever being there is glorious, prosperous or powerful, that know thou to be a manifestation of a part of My splendour.",All greatness and power are a display of my divine abilities.
10,42,"10.42 But, of what avail to thee is the knowledge of all these details, O Arjuna? I exist, supporting this whole world by one part of Myself.",Knowing that everything is part of me is just a small piece of knowledge.
11,1,"11.1 Arjuna said  By this word (explanation) of the highest secret concerning the Self which Thou hast spoken, for the sake of blessing me, my delusion is gone.",My delusion has disappeared with your explanation.
11,2,"11.2 The origin and the destruction of beings verily have been heard by me in detail from Thee, O lotus-eyed Lord, and also Thy inexhaustible greatness.",I understand the creation and destruction of beings and your great power.
11,3,"11.3 (Now) O Supreme Lord, as Thou hast thus described Thyself, O Supreme Person, I wish to see Thy divine form.",Now I want to see your divine form.
11,4,"11.4 If Thou, O Lord, thinkest it possible for me to see it, do Thou, then, O Lord of the Yogins, show me Thy imperishable Self.",Show me your imperishable self if you think I can see it.
11,5,"11.5 The Blessed Lord said  Behold, O Arjuna, forms of Mine, by the hundreds and thousands, of different sorts, divine, and of various colours and shapes.",You will see many of my divine forms with different shapes and colors.
11,6,"11.6 Behold the Adityas, the Vasus, the Rudras, the two Asvins and also the Maruts; behold many wonders never seen before, O Arjuna.",Arjuna sees various gods and supernatural beings.
11,7,"11.7 Now behold, O Arjuna, in this, My body, the whole universe centred in one  including the moving and the unmoving  and whatever else thou desirest to see.",Krishna reveals the entire universe within himself.
11,8,11.8 But thou art not able to behold Me with these thine own eyes; I give thee the divine eye; behold My lordly Yoga.,Krishna grants Arjuna a divine vision to see his true form.
11,9,"11.9 Sanjaya said  Having thus spoken, O king, the great Lord of Yoga, hari (Krishna), showed to Arjuna His supreme form as the Lord.",Krishna shows his divine form to Arjuna.
11,10,"11.10 With numerous mouths and eyes, with numerous wonderful sights, with numerous divine ornaments, with numerous divine weapons uplifted (such a form He showed).","Krishna's divine form has many mouths, eyes, and weapons."
11,11,"11.11 Wearing divine garlands (necklaces) and apparel, anointed with divine unguents, the all-wonderful, resplendent (Being) endless with faces on all sides.",The divine being is surrounded with wonderful and beautiful things.
11,12,"11.12 If the splendour of a thousand suns were to blaze out at once (simultaneously) in the sky, that would be the splendour of that mighty Being (great Soul).",The divine being's beauty is more radiant than a thousand suns shining at the same time.
11,13,"11.13 There, in the body of the God of gods, Arjuna then saw the whole universe resting in one, with its many groups.",Arjuna sees the entire universe in a single form within the divine being.
11,14,"11.14 Then, Arjuna, filled with wonder and with his hair standing on end, bowed down his head to the God and spoke with joined palms.",Arjuna is amazed and shows respect to the divine being.
11,15,"11.15 Arjuna said  I see all the gods, O God, in Thy body, and (also) hosts of various classes of beings, Brahma, the Lord, seated on the lotus, all the sages and the celestial serpents.","Arjuna sees various gods, beings, and sages in the body of the divine being."
11,16,"11.16 I see Thee of boundless form on every side with many arms, stomachs, mouths and eyes: neither the end nor the middle nor also the beginning do I see, O Lord of the universe, O Cosmic Form.","I see you everywhere in an infinite form with many limbs, bellies, mouths, and eyes."
11,17,"11.17 I see Thee with the diadem, the club and the discus, a mass of radiance shining 
everywhere, very hard to look at, blazing all round like burning fire and the sun, and immeasurable.","I see you as a massive, blindingly bright mass with a crown, club, and discus."
11,18,"11.18 Thou art the Imperishable, the Supreme Being, worthy to be known. Thou art the great treasure-house of this universe; Thou art the imperishable protector of the eternal Dhrama; Thou art the Primal Person, I deem.","I understand that you're eternal, powerful, and the ultimate truth."
11,19,"11.19 I see Thee without beginning, middle or end, infinite in power, of endless arms, the sun and the moon being Thy eyes, the burning fire Thy mouth, heating the whole universe with Thy radiance.","I see you as an infinite, endless being with countless arms and as the source of the sun and moon."
11,20,"11.20 This space between the earth and the heaven and all the arters are filled by Thee alone; having seen this, Thy wonderful and teriible form, the three worlds are trembling with fear, O great-souled Being.","Your infinite form fills the entire universe, making it tremble with fear."
11,21,"11.21 Verily, into Thee enter these hosts of gods; some extol Thee in fear with joined palms; saying 'may it be well', bands of great sages and perfected ones praise Thee with hymns complete.",The gods enter you and praise you.
11,22,"11.22 The Rudras, Adityas, Vasus, Sadhyas, Visvedevas, the two Asvins, Maruts, the manes and the hosts of celestial singers, Yakshas, demons and the perfected ones, are all looking at Thee, in great amazement.",Many powerful beings in the universe are amazed by your presence.
11,23,"11.23 Having seen Thy immeasurable form with many mouths and eyes, O mighty-armed, with many arms, thighs and feet, with many stomachs and fearful with many teeth  the worlds are terrified and so am I.","Your huge, multi-limbed form is terrifying to the worlds and even to me."
11,24,"11.24 On seeing Thee (the Cosmic Form) touching the sky, shining in many colours, with mouths wide open, with large fiery eyes, I am terrified at heart and find neither courage nor peace, O Vishnu.","Your enormous, multicolored form is so overwhelming that I'm filled with fear."
11,25,"11.25 Having seen Thy mouths fearful with teeth (blazing) like the fires of cosmic dissolution, I know not the four arters, nor do I find peace. Have mercy, O Lord of the gods, O abode of the universe.","Your fiery, teeth-like mouth frightens me, and I lose all sense of peace or direction."
11,26,"11.26 All the sons of Dhritarashtra, with the hosts of kings of the earth, Bhishma, Drona and Karna, with the chief among our warriors.","The enemies, including powerful warriors, rush into Krishna's mouths."
11,27,"11.27 Some hurriedly enter Thy mouths with their terrible teeth, fearful to behold. Some are found sticking in the gaps between the teeth with their heads crushed to powder.","Some enemies enter Krishna's mouths, and others are destroyed between them."
11,28,"11.28 Verily, just as many torrents of rivers flow towards the ocean, even so these heroes in the world of men enter Thy flaming mouths.",Many heroes rush into Krishna's mouths like rivers flow into the ocean.
11,29,"11.29 As moths hurriedly rush into a blazing fire for (their own) destruction, so also these creatures hurriedly rush into Thy mouths for (their own) destruction.","Heroes rush into Krishna's mouths, just like moths are drawn to fire."
11,30,"11.30 Thou lickest up, devouring all the worlds on every side with Thy flaming mouths. Thy fierce rays, filling the whole world with radiance, are burning, O Vishnu!",Krishna consumes all worlds with his flames and radiates bright light.
11,31,"11.31 Tell me, who Thou art, so fierce of form. Salutations to Thee, O God Supreme: have mercy. I desire to know Thee, the original Being. I know not indeed Thy working.",Arjuna asks the Supreme Lord Krishna for mercy and to reveal his true nature.
11,32,"11.32 The Blessed Lord said  I am the full-grown world-destroying Time, now engaged in destroying the worlds. Even without thee, none of the warriors arrayed in the hostile armies shall live.",Krishna responds by declaring himself the force of Destruction and that he will destroy both Arjuna's enemies and friends.
11,33,"11.33 Therefore, stand up and obtain fame. Coner the enemies and enjoy the unrivalled kingdom. Verily by Me have they been already slain; be thou a mere instrument, O Arjuna.","Krishna encourages Arjuna to fight and conquer his enemies, stating they are already slain, and he's just a tool in this process."
11,34,"11.34 Drona, Bhishma, Jayadratha, Karna and other brave warriors  these are already slain by Me: do thou kill; be not distressed with fear; fight and thou shalt coner thy enemies in battle.","Krishna reveals that several powerful warriors have already been killed by him, and tells Arjuna to do the same, without being controlled by fear."
11,35,"11.35 Sanjaya said  Having heard that speech of Lord Krishna, Arjuna, with joined palms, trembling, prostrating himself, again addressed Krishna, in a choked voice, bowing down, overwhelmed with fear.","Sanjaya narrates Arjuna's reaction to Krishna's words, as he becomes overwhelmed with fear and prostrates before him."
11,36,"11.36 Arjuna said  It is meet, O Krishna, that the world delights and rejoices in Thy praise; demons fly in fear to all arters and the hosts of the perfected ones bow to Thee.",The world prays to you and demons flee.
11,37,"11.37 And why should they not, O great Soul, bow to Thee Who art greater (than all else), the primal cause even of the Creator (Brahma), O Infinite Being, O Lord of the gods, O Abode of the universe; Thou art the imperishable, the Being, the non-being and That which is the supreme (that which is beyond the Being and the non-being).",You're the ultimate cause and higher than Brahma.
11,38,"11.38 Thou art the primal God, the ancient Purusha, the supreme refuge of this universe, the knower, the knowable and the supreme Abode. By Thee is the universe pervaded, O Being of infinite forms.",You're the supreme being supporting the universe.
11,39,"11.39 Thou art Vayu, Yama, Agni, Varuna, the moon, the Creator, and the great-grandfather. Salutations, salutations unto Thee, a thousand times, and again salutations, salutations unto Thee.",You're many gods and aspects of the universe.
11,40,"11.40 Salutations to Thee, in front and behind! Salutations to Thee on every side! O All!! Thou infinite in power and prowess, pervadest all; wherefore Thou art all.",You're everywhere and have infinite power.
11,41,"11.41 Whatever I have presumptuously said from carelessness or love, addressing Thee as O Krishna! O Yadava! O Friend! regarding Thee merely as a friend, unknowing of this, Thy greatness.",He asks for forgiveness for any unintentional disrespect or hurtful words he may have said.
11,42,"11.42 In whatever way I may have insulted Thee for the sake of fun, while at play, reposing, sitting or at meals, when alone (with Thee), O Krishna, or in company  that I implore Thee, immeasurable one, to forgive.",He requests forgiveness for any careless words or actions while alone or with others that may have offended Krishna.
11,43,"11.43 Thou art the Father of this world, moving and unmoving. Thou art to be adored by this world, Thou, the greatest Guru; (for) none there exists who is eal to Thee; how then could there be another superior to Thee in the three worlds, O Being of unealled power?","Krishna is the father of the world and no one is equal to him, so he's the greatest and most powerful being."
11,44,"11.44 Therefore, bowing down, prostrating my body, I crave Thy forgiveness, O adorable Lord. As a father forgives his son, a friend his (dear) friend, a lover his beloved, even so shouldst Thou 
forgive me, O God.",He pleads with Krishna to forgive him like a father forgives his son or a lover forgives their beloved.
11,45,"11.45 I am delighted, having seen what has never been seen before; and yet my mind is distressed with fear. Show me that (previous) form only, O God; have mercy, O God of gods, O Abode of the universe.","He's grateful to see a divine form but is still fearful, and he asks to see that previous form again."
11,46,"11.46 I desire to see Thee as before, crowned, bearing a mace, with the discus in hand, in Thy former form only, having four arms, O thousand-armed, Cosmic Form (Being).","Arjuna wants to see Krishna in his four-armed, cosmic form."
11,47,"11.47 The Blessed Lord said  O Arjuna, this Cosmic Form has graciously been shown to thee by Me by My own Yogic power; full of splendour, primeval, and infinite, this Cosmic Form of Mine has never been seen before by anyone other than thyself.",Krishna explains he showed Arjuna his cosmic form due to his yogic power.
11,48,"11.48 Neither by the study of the Vedas and sacrifices, nor by gifts nor by rituals nor by severe austerities can I be seen in this form in the world of men by any other than thyself, O great hero of the Kurus (Arjuna).",Only Arjuna can see this form of Krishna through his yogic power.
11,49,"11.49 Be not afraid, nor bewildered on seeing such a teriible form of Mine as this; with thy fear dispelled and with a gladdened heart, now behold again this former form of Mine.",Krishna tells Arjuna not to be afraid and reverts to his normal form.
11,50,"11.50 Sanjaya said  Having thus spoken to Arjuna, Krishna again showed His own form and the great Soul (Krishna), assuming His gentle form, consoled him (Arjuna) who was terrified.",Krishna reassumes his gentle form after Arjuna recovers from fear.
11,51,"11.51 Arjuna said  Having seen this Thy gentle human form, O Krishna, now I am composed and am restored to my own nature.",You've composed your emotions after seeing my human form.
11,52,11.52 The Blessed Lord said  Very hard indeed it is to see this form of Mine which thou hast seen. Even the gods are ever longing to behold it.,It's hard for even gods to see my true form.
11,53,"11.53 Neither by the Vedas nor by austerity, nor by gift, nor by sacrifice can I be seen in this form as thou hast seen Me (so easily).",My true form can't be seen through studying or performing rituals.
11,54,"11.54 But by single-minded devotion can I, of this Form, be known and seen in reality and also entered into, O Arjuna.","However, devotion is what allows people to truly see and understand me."
11,55,"11.55 He who does all actions for Me, who looks upon Me as the Supreme, who is devoted to Me, who is free from attachment, who bears enmity towards no creature, he comes to Me, O Arjuna.","Those who perform actions with devotion to me, and treat all living beings with kindness, will reach me."
12,1,"12.1 Arjuna said  Those devotees who, ever steadfast, thus worship Thee and those also who worship the imperishable and the unmanifested  which of them are better versed in Yoga?","Those devoted to You and those devoted to an eternal, unseen power are both good, but devotees who focus on You are more devoted to Yoga in my opinion."
12,2,"12.2 The Blessed Lord said  Those who, fixing their mind on Me, worship Me, ever steadfast and endowed with supreme faith, are the best in Yoga in My opinion.",People who focus on me with faith and steady minds are the best in Yoga because they truly understand me.
12,3,"12.3 Those who worship the imperishable, the indefinable, the unmanifest, the omnipresent, the unthinkable, the immovable and the eternal.","Those who focus on an eternal and unseen power are doing their yoga right, and I believe they're better off than those who do yoga for other reasons."
12,4,"12.4 Having restrained all the senses, even-minded everywhere, intent on the welfare of all beings  verily they also come unto Me.","People who control their senses, remain even-minded, and work selflessly achieve me."
